altura,altura_predita
108.3,113.29521179199219
114.9,114.60472869873047
115.4,117.84762573242188
113.9,117.09908294677734
109.5,114.60501098632812
128.05,117.79825592041016
119.8,116.40971374511719
117.3,114.75352478027344
109.4,105.80302429199219
118.9,116.44400024414062
113.65,110.12037658691406
112.9,110.74922943115234
116.0,111.84407806396484
102.7,106.57817840576172
103.75,105.37213134765625
117.25,109.89434051513672
117.4,112.30293273925781
102.6,104.97988891601562
117.05,112.6845703125
103.45,105.05619812011719
104.35,106.12511444091797
99.8,106.70169067382812
101.15,105.2528076171875
102.75,104.97622680664062
102.8,104.52117919921875
107.65,108.74742126464844
115.3,116.20553588867188
114.35,113.31827545166016
111.15,115.09247589111328
106.05,112.67388916015625
100.95,107.18257141113281
100.69,106.7401351928711
100.1,104.68687438964844
109.95,112.17216491699219
109.11,105.76213836669922
109.4,109.75912475585938
115.9,111.50603485107422
105.8,104.63179779052734
104.9,105.49261474609375
114.7,114.12420654296875
102.85,106.5035629272461
119.9,117.67153930664062
112.9,113.965087890625
113.35,111.98857879638672
98.32,104.21394348144531
110.85,110.36576843261719
114.1,114.38488006591797
115.1,115.37589263916016
111.6,114.38282012939453
105.05,105.26512908935547
101.4,105.61285400390625
114.45,113.68415832519531
121.65,115.81839752197266
109.6,105.66279602050781
101.2,106.51951599121094
108.1,110.11731719970703
110.15,109.03822326660156
114.0,108.63969421386719
109.8,113.005615234375
101.0,107.92340087890625
113.15,111.67671966552734
94.85,104.13027954101562
111.1,114.30085754394531
105.4,112.70590209960938
106.2,108.3797836303711
119.55,111.21407318115234
117.5,115.1139907836914
110.7,113.1153793334961
107.9,106.49540710449219
116.35,112.72051239013672
108.32,110.87613677978516
114.3,111.1166763305664
111.55,113.40988159179688
102.5,107.75627899169922
113.72,113.68417358398438
116.75,112.68896484375
111.95,111.18600463867188
115.4,108.98653411865234
110.1,109.95094299316406
117.8,118.98243713378906
109.05,107.41133880615234
109.5,105.36083221435547
103.76,113.48872375488281
108.1,109.27865600585938
108.25,110.83935546875
119.45,113.62483215332031
109.9,110.6260986328125
108.25,107.39649963378906
113.37,114.13355255126953
128.35,118.97315216064453
126.05,118.8409194946289
108.1,108.86507415771484
120.5,116.54145812988281
116.75,115.62035369873047
109.5,114.72343444824219
116.1,109.8219223022461
120.0,113.69085693359375
121.1,117.31546783447266
117.8,113.16334533691406
114.9,118.25885009765625
116.8,115.88787841796875
121.35,113.66987609863281
113.66,113.31553649902344
110.95,110.78514099121094
104.0,109.31483459472656
105.05,104.964111328125
111.45,110.33191680908203
108.25,110.87882995605469
110.7,115.19200897216797
108.35,112.1173095703125
108.25,110.00244140625
119.2,114.49861907958984
107.8,108.5478744506836
114.25,113.42231750488281
100.2,105.28541564941406
118.1,117.94329833984375
106.2,107.50963592529297
106.25,108.08831787109375
109.15,108.98802185058594
115.8,110.67164611816406
97.2,106.52156066894531
115.9,113.43992614746094
115.7,112.26561737060547
101.6,106.481689453125
106.0,109.563232421875
119.5,115.31835174560547
114.5,111.832275390625
115.5,111.80319213867188
113.3,110.11743927001953
106.5,110.39498138427734
107.2,111.60072326660156
115.25,113.3830795288086
114.6,119.37509155273438
119.3,114.58018493652344
104.0,110.27789306640625
120.3,118.46637725830078
118.65,115.73694610595703
114.1,111.74412536621094
119.9,114.49532318115234
102.5,110.46153259277344
112.2,113.97709655761719
114.4,116.608154296875
114.3,115.31527709960938
110.0,111.05367279052734
113.85,118.51534271240234
115.15,118.98575592041016
108.55,112.02012634277344
110.1,114.57492065429688
117.75,119.16163635253906
127.0,119.42973327636719
121.8,118.94715118408203
110.35,111.05130004882812
105.7,110.45435333251953
117.05,116.38237762451172
119.75,113.3714828491211
102.4,108.10449981689453
105.5,113.94078826904297
112.55,110.46539306640625
108.0,109.7808609008789
112.5,114.06866455078125
117.05,111.8360595703125
109.3,109.85044860839844
110.55,113.08180236816406
107.9,109.2783432006836
106.65,107.97249603271484
112.75,110.7571029663086
111.6375,113.20298767089844
121.5,112.94029998779297
113.85,114.4320297241211
114.05,113.71883392333984
115.55,112.2482681274414
103.25,106.5584716796875
113.1,114.05130767822266
110.9,109.15241241455078
105.05,109.79493713378906
112.0,112.32498168945312
109.5,117.0126724243164
107.5,107.46270751953125
104.35,109.48881530761719
115.55,109.47982788085938
114.9,113.39894104003906
110.4,108.31214904785156
116.35,115.43609619140625
115.6,113.4242935180664
101.25,107.96566772460938
99.75,106.00761413574219
119.2,113.31536865234375
110.15,109.41383361816406
113.35,114.84779357910156
118.3,115.6000747680664
102.1,108.93183135986328
124.3,118.76183319091797
110.75,112.58787536621094
102.65,105.27870178222656
115.4,111.45184326171875
109.8,112.15438079833984
121.2,116.60218811035156
111.95,115.11778259277344
98.995,105.20999145507812
102.05,106.56243133544922
96.6,104.95519256591797
120.0,116.13268280029297
103.15,111.81636810302734
115.15,110.22868347167969
105.8,107.38829803466797
123.0,118.7101821899414
112.2,112.31761932373047
109.8,108.9974365234375
104.9,108.66214752197266
121.4625,114.74260711669922
105.45,110.65918731689453
109.45,109.77783203125
112.05,114.28057098388672
106.65,107.2020263671875
116.85,116.30554962158203
115.2,109.75325775146484
121.4,116.62689208984375
118.5,113.58867645263672
110.35,107.9533462524414
109.75,113.83191680908203
117.65,111.5663070678711
121.0,117.90049743652344
104.5,106.97687530517578
110.65,112.65373229980469
128.7,119.110107421875
114.0,110.44638061523438
108.85,111.76806640625
111.05,112.73979949951172
105.9,109.13802337646484
