altura,altura_predita
114.9,112.23078155517578
115.4,114.1991195678711
113.9,117.74993133544922
109.5,114.54885864257812
128.05,120.09957122802734
119.8,110.75997924804688
117.3,112.47883605957031
109.4,105.46995544433594
118.9,117.70952606201172
113.65,115.23595428466797
112.9,110.40387725830078
116.0,112.6426010131836
102.7,108.04093933105469
103.75,108.91852569580078
117.25,114.11686706542969
117.4,114.87451171875
102.6,104.41919708251953
117.05,110.79531860351562
103.45,108.49547576904297
104.35,103.95728302001953
99.8,104.70259094238281
101.15,104.80586242675781
102.75,103.67906188964844
102.8,102.51789855957031
107.65,104.28802490234375
115.3,117.13176727294922
114.35,114.80716705322266
111.15,112.556396484375
106.05,113.23933410644531
100.95,104.3194580078125
100.69,103.09668731689453
100.1,101.11277770996094
109.95,110.92291259765625
109.11,108.74275970458984
109.4,110.50598907470703
115.9,111.3086929321289
105.8,109.1233901977539
104.9,104.76399230957031
114.7,117.67872619628906
102.85,103.88785552978516
119.9,118.78756713867188
112.9,111.07797241210938
113.35,110.71076965332031
98.32,102.47493743896484
110.85,111.8646469116211
114.1,112.05060577392578
115.1,117.58185577392578
101.4,101.73102569580078
114.45,114.02469635009766
121.65,116.71516418457031
109.6,105.89580535888672
101.2,107.2184066772461
108.1,110.9410400390625
114.0,109.8733901977539
109.8,112.68122100830078
101.0,104.97757720947266
113.15,115.28509521484375
94.85,101.80242919921875
119.55,113.71619415283203
117.5,118.0818862915039
110.7,115.14395141601562
114.3,114.42584228515625
111.55,112.1944580078125
102.5,110.98455810546875
113.72,113.08876037597656
116.75,110.92521667480469
115.4,114.421142578125
117.8,113.99893188476562
109.05,106.07642364501953
109.5,107.86576843261719
103.76,108.40313720703125
108.25,108.82433319091797
119.45,117.77111053466797
108.25,106.14700317382812
113.37,114.74794006347656
128.35,121.28334045410156
126.05,119.55567932128906
108.1,108.7381362915039
120.5,114.94406127929688
116.75,114.63313293457031
109.5,112.953857421875
120.0,117.16041564941406
121.1,114.79975891113281
117.8,115.64213562011719
114.9,114.22126770019531
116.8,118.31090545654297
121.35,112.42415618896484
113.66,107.88565063476562
110.95,111.03670501708984
104.0,107.0362548828125
105.05,105.0867919921875
111.45,108.20751190185547
108.25,108.82433319091797
110.7,110.52609252929688
108.35,114.59667205810547
108.25,112.50943756103516
119.2,115.43997955322266
114.25,115.64409637451172
118.1,119.10586547851562
106.25,108.41162109375
115.8,111.02566528320312
115.9,117.01007843017578
115.7,115.64176940917969
101.6,103.20938110351562
119.5,115.07530975341797
114.5,116.58589172363281
115.5,113.83590698242188
113.3,113.9299087524414
106.5,107.63682556152344
107.2,112.51893615722656
115.25,117.22589874267578
114.6,115.0795669555664
104.0,114.23961639404297
118.65,118.89364624023438
114.1,115.17696380615234
119.9,113.63518524169922
112.2,111.77790069580078
114.4,116.73735046386719
114.3,111.48817443847656
110.0,109.60477447509766
113.85,117.5101089477539
115.15,112.91709899902344
108.55,112.39379119873047
110.1,112.22969055175781
127.0,123.60450744628906
121.8,123.24537658691406
110.35,106.7283935546875
105.7,109.22014617919922
119.75,115.02729797363281
102.4,105.18130493164062
105.5,108.19812774658203
112.55,113.28042602539062
108.0,108.90213012695312
112.5,109.78858184814453
117.05,113.85859680175781
109.3,109.15962219238281
110.55,113.2325668334961
107.9,110.05091857910156
106.65,111.26851654052734
111.6375,113.7310791015625
121.5,116.39461517333984
115.55,116.14937591552734
103.25,102.90249633789062
113.1,117.93389129638672
110.9,108.4675521850586
105.05,107.45574188232422
112.0,109.08800506591797
109.5,110.71664428710938
107.5,106.34494018554688
104.35,105.35138702392578
115.55,115.09154510498047
114.9,118.51292419433594
110.4,113.2552719116211
116.35,116.8790283203125
115.6,118.33008575439453
101.25,109.25456237792969
99.75,103.25086212158203
119.2,116.31104278564453
110.15,109.30450439453125
113.35,114.39916229248047
118.3,117.86363220214844
102.1,106.66869354248047
124.3,121.90924072265625
102.65,104.18370819091797
115.4,112.05851745605469
109.8,111.00479125976562
121.2,119.25969696044922
111.95,114.26146697998047
98.995,104.34121704101562
102.05,102.71073913574219
96.6,101.96641540527344
120.0,116.87158966064453
103.15,104.17276763916016
115.15,113.36237335205078
105.8,108.02155303955078
123.0,121.5946044921875
112.2,109.615478515625
109.8,109.31783294677734
104.9,108.71910858154297
121.4625,117.30474090576172
105.45,111.54978942871094
109.45,115.02479553222656
112.05,114.1959457397461
106.65,104.18778228759766
116.85,113.25447082519531
115.2,112.96182250976562
121.4,119.59342193603516
118.5,115.36722564697266
110.35,115.40516662597656
109.75,111.11598205566406
117.65,114.69038391113281
121.0,123.11620330810547
104.5,103.59396362304688
110.65,110.98503875732422
128.7,122.42755126953125
114.0,113.78475189208984
108.85,111.73426055908203
111.05,110.2248306274414
105.9,107.34668731689453
