altura,altura_predita
109.95,111.77767734962579
113.3,116.63594144067079
109.7,110.84619222592397
113.6,115.80346433184522
108.7,110.81948857585698
111.1,114.64472819096933
104.45,105.80052303628699
108.15,109.22897917533238
121.65,123.10495181297524
125.7,121.73445389065976
113.6,108.16667743307944
117.8,115.39429169133892
112.6,109.91716036895178
115.25,117.11803945901787
103.0,101.86349269109579
108.0,107.29900568582245
114.55,113.32321441869748
117.05,115.74067396620747
108.35,106.03272654067187
112.5,112.92400986239886
106.6,104.72046171036101
111.4,105.64755006818547
110.2,108.44743228949213
114.4,113.98670461317941
97.65,99.73096788841724
102.2,102.8694392400058
96.6,98.14318682989418
102.05,102.41258818426219
110.2,110.48144433439614
115.5,113.82219942873822
110.5,108.84131369859132
116.0,116.74099962926668
97.3,97.48429114348642
100.65,101.20821227397737
110.8,105.70281927295838
114.4,114.94468955315523
97.8,97.00701090170055
102.9,103.8761732531146
98.1,97.23808895419323
101.15,102.35392279045574
94.7,98.88738470471232
98.3,101.8954293852872
94.55,96.01730738712011
100.55,102.19373140731368
97.4,97.47630837935495
102.45,97.15645528783347
97.2,97.68782665714363
100.6,96.43646761480827
101.3,96.67505684890835
104.8,103.39348143545294
110.4,108.95532791573532
113.95,112.68951616831279
109.35,108.26373725665532
112.65,111.27060558270789
107.25,106.62832589759245
109.35,110.45259208759744
101.9,107.69734326405128
104.55,107.33782613317831
96.15,97.47069235499625
99.6,100.08805673186656
95.3,97.96214873329221
98.25,99.46059151997264
93.25,92.7806683924899
98.5,95.62839846217847
105.1,107.08325695632398
107.9,109.66747419180616
101.85,102.27346707399767
107.2,107.81286727325181
103.65,105.76039084021915
107.2,109.76821943459748
110.65,108.51873038239431
114.5,108.71176777923802
98.1,98.24623740109065
102.35,104.01144908348657
98.65,97.64216940946403
103.1,100.41441920855041
109.05,110.34263943283341
113.4,112.20071637183139
97.4,96.89976616858878
101.0,99.38262991602527
115.6,117.54811694861384
117.55,115.55145204415854
107.3,103.80314893301433
110.2,109.64213436789245
107.45,106.56588889590388
111.0,110.86444638429418
93.35,95.28812057764488
95.1,97.73992598987282
106.45,106.51956019783036
109.9,109.92642154045518
108.3,105.9256510495547
112.0,110.35351447485814
110.95,109.59792693194605
113.65,116.54330550955389
96.7,92.9677566953249
98.35,99.18025481054994
107.75,110.19958668316335
113.7,120.48331244486407
116.95,115.14556432501213
119.7,116.58421188276942
102.65,100.09049749242017
106.3,102.14469877426288
97.5,100.84732035075419
100.2,99.92438892013898
103.95,107.05395778428918
106.5,110.65984026489737
96.45,95.35545005073189
101.2,97.90779465345464
105.6,106.25827438585628
109.1,110.72971685111455
105.2,110.2000351180853
108.45,110.78876983463498
95.65,99.92029962511026
99.15,101.80601789453429
108.3,109.68553811312327
110.55,113.15625018643375
90.2,94.71949706517664
93.2,96.28872437949873
111.65,113.29810682408177
117.45,117.06048272429517
111.75,116.98755613912745
115.65,116.23589023340726
106.1,105.51996355881957
109.1,109.85047102843119
111.0,109.19413369675969
112.7,111.63187987493527
106.05,108.38975732949628
108.15,111.46574857762042
97.55,100.22428649046975
102.3,103.22113395245744
109.15,108.14045086662406
111.85,112.24773529177526
110.95,105.24674879420152
114.0,110.45475529774872
109.65,108.60794401872079
114.35,107.80026885307237
109.45,108.75026131025938
117.1,112.94992520026108
105.0,106.93053367819199
107.3,106.96284756198312
102.65,101.98365120128877
108.0,106.43426496636025
100.0,106.25351085447117
102.3,106.45265076854979
102.5,102.76808373838733
106.6,106.62777169302876
112.75,115.25602860150431
116.8,116.75201127487485
114.05,114.21200448928855
119.1,116.05643551207957
102.45,99.91968646175661
107.35,105.54460882215226
108.65,109.09854096077937
112.4,112.9323576090299
122.1,120.3642335020888
126.0,123.23389104645531
120.3,121.93532305180547
123.65,123.97991903882364
103.1,100.5745393748761
106.4,106.78724830629136
115.05,115.946692473764
118.55,117.84800435524289
112.95,113.11723437256313
115.8,110.8576906388133
105.65,105.45778942015934
108.05,112.04570140202642
114.25,110.74222963147126
117.7,116.62654230782927
115.9,117.80037777460969
119.05,117.44939038750034
111.6,112.50383738913584
115.05,115.14797691594799
111.25,109.79682258896317
113.8,115.0904815794799
110.55,112.66687520670746
115.0,114.13805051438264
