altura,altura_predita
108.3,109.07546997070312
114.9,114.68553161621094
115.4,114.50313568115234
113.9,112.82138061523438
109.5,110.52985382080078
128.05,123.3818588256836
119.8,118.13665008544922
117.3,116.47035217285156
109.4,109.83262634277344
118.9,118.62415313720703
113.65,113.84187316894531
112.9,112.3873291015625
116.0,115.79113006591797
102.7,104.55562591552734
103.75,104.4726333618164
117.25,115.9424057006836
117.4,117.2837142944336
102.6,103.66561126708984
117.05,115.34031677246094
103.45,105.045654296875
104.35,104.80587768554688
99.8,101.85508728027344
101.15,103.43843841552734
102.75,104.97332000732422
102.8,104.16803741455078
107.65,107.13863372802734
115.3,114.70185089111328
114.35,114.32330322265625
111.15,111.48295593261719
106.05,107.1941909790039
100.95,102.994873046875
100.69,101.68099975585938
100.1,101.13965606689453
109.95,109.74691772460938
109.11,109.54256439208984
109.4,109.33953094482422
115.9,115.54717254638672
105.8,105.4708251953125
104.9,106.11870574951172
114.7,114.2366943359375
102.85,103.6800537109375
119.9,118.96170043945312
112.9,111.75611114501953
113.35,112.62091064453125
98.32,101.16889190673828
110.85,111.40283966064453
114.1,113.38993072509766
115.1,114.91514587402344
111.6,112.6597671508789
105.05,107.19883728027344
101.4,102.35714721679688
114.45,114.22240447998047
121.65,119.90298461914062
109.6,108.67211151123047
101.2,103.61980438232422
108.1,109.16835021972656
110.15,110.40738677978516
114.0,111.00877380371094
109.8,110.78488159179688
101.0,102.52421569824219
113.15,112.37395477294922
94.85,101.36994934082031
111.1,111.52589416503906
105.4,106.82764434814453
106.2,107.26993560791016
119.55,117.79765319824219
117.5,116.74401092529297
110.7,112.29407501220703
107.9,108.46713256835938
116.35,116.4630355834961
108.32,108.77079772949219
114.3,114.63109588623047
111.55,110.1386947631836
102.5,104.68877410888672
113.72,113.44914245605469
116.75,114.99787139892578
111.95,111.44164276123047
115.4,115.31090545654297
110.1,111.17828369140625
117.8,117.45587158203125
109.05,109.90464782714844
109.5,109.79325866699219
103.76,105.44469451904297
108.1,108.64774322509766
108.25,108.68582916259766
119.45,117.78508758544922
109.9,110.45125579833984
108.25,109.5052490234375
113.37,114.01678466796875
128.35,123.40518188476562
126.05,122.527099609375
108.1,108.85142517089844
120.5,118.91206359863281
116.75,117.2612075805664
109.5,111.07782745361328
116.1,114.83480834960938
120.0,118.54784393310547
121.1,119.77562713623047
117.8,116.18799591064453
114.9,114.97699737548828
116.8,115.91545867919922
121.35,118.19426727294922
113.66,113.45820617675781
110.95,111.63280487060547
104.0,105.51277923583984
105.05,104.2143783569336
111.45,112.20735168457031
108.25,108.7692642211914
110.7,111.53016662597656
108.35,109.3973617553711
108.25,107.46893310546875
119.2,118.38771057128906
107.8,108.80843353271484
114.25,114.35218811035156
100.2,102.6383285522461
118.1,116.97045135498047
106.2,106.47205352783203
106.25,107.49129486083984
109.15,109.55523681640625
115.8,113.7532730102539
97.2,100.86361694335938
115.9,114.9417953491211
115.7,115.51026153564453
101.6,102.63129425048828
106.0,106.63219451904297
119.5,118.60542297363281
114.5,114.54219818115234
115.5,114.47759246826172
113.3,113.05103302001953
106.5,107.16632843017578
107.2,107.05488586425781
115.25,114.11946868896484
114.6,114.34292602539062
119.3,118.69022369384766
104.0,105.66505432128906
120.3,118.87651824951172
118.65,118.74504089355469
114.1,113.83016967773438
119.9,118.51850891113281
102.5,103.13599395751953
112.2,112.28491973876953
114.4,114.77537536621094
114.3,113.91400146484375
110.0,109.73674011230469
113.85,113.41083526611328
115.15,113.97921752929688
108.55,108.43609619140625
110.1,109.69086456298828
117.75,116.54288482666016
127.0,123.7551498413086
121.8,119.46498107910156
110.35,110.44566345214844
105.7,107.87075805664062
117.05,116.5776596069336
119.75,118.73756408691406
102.4,103.7296371459961
105.5,107.16976165771484
112.55,112.90104675292969
108.0,108.7850112915039
112.5,113.39610290527344
117.05,115.47059631347656
109.3,109.8051986694336
110.55,111.51299285888672
107.9,108.54451751708984
106.65,106.4176025390625
112.75,111.46927642822266
111.6375,112.44467163085938
121.5,119.06592559814453
113.85,112.65827941894531
114.05,113.06587219238281
115.55,114.845703125
103.25,104.78370666503906
113.1,112.03483581542969
110.9,111.90694427490234
105.05,105.47547912597656
112.0,111.9544448852539
109.5,109.95121765136719
107.5,105.84454345703125
104.35,106.6310043334961
115.55,114.4878158569336
114.9,114.39844512939453
110.4,110.67747497558594
116.35,115.30350494384766
115.6,114.92314147949219
101.25,102.57786560058594
99.75,102.29454803466797
119.2,117.31285858154297
110.15,110.02503967285156
113.35,112.83306884765625
118.3,116.87969207763672
102.1,103.8641586303711
124.3,121.41664123535156
110.75,110.20452117919922
102.65,102.23735046386719
115.4,114.9620361328125
109.8,110.20683288574219
121.2,119.1291732788086
111.95,111.3749008178711
98.995,100.88544464111328
102.05,103.72270202636719
96.6,100.9961929321289
120.0,118.66203308105469
103.15,105.64039611816406
115.15,114.91586303710938
105.8,105.04837799072266
123.0,120.27729797363281
112.2,110.98848724365234
109.8,108.82897186279297
104.9,105.81290435791016
121.4625,119.67791748046875
105.45,106.34503936767578
109.45,109.44944763183594
112.05,111.48014068603516
106.65,107.07599639892578
116.85,116.59823608398438
115.2,113.51290893554688
121.4,119.76517486572266
118.5,116.27810668945312
110.35,110.37226867675781
109.75,110.3917236328125
117.65,115.84271240234375
121.0,119.90635681152344
104.5,104.4756088256836
110.65,110.39984130859375
128.7,122.93885040283203
114.0,113.55934143066406
108.85,109.93313598632812
111.05,111.47796630859375
105.9,106.65512084960938
