altura,altura_predita
114.9,111.85881805419922
115.4,113.1476058959961
113.9,112.46047973632812
109.5,111.59588623046875
128.05,113.16185760498047
119.8,111.56012725830078
117.3,111.69190216064453
109.4,110.78902435302734
118.9,112.36433410644531
113.65,112.46147918701172
112.9,111.56257629394531
116.0,112.10343170166016
102.7,110.0774154663086
103.75,111.1739273071289
117.25,112.18193817138672
117.4,112.17760467529297
102.6,110.18140411376953
117.05,111.98612213134766
103.45,110.85667419433594
104.35,110.84650421142578
99.8,110.56169128417969
101.15,110.15254974365234
102.75,110.17308044433594
102.8,110.83466339111328
107.65,110.76823425292969
115.3,112.62870788574219
114.35,112.16838073730469
111.15,112.06265258789062
106.05,111.42106628417969
100.95,109.89473724365234
100.69,110.90288543701172
100.1,109.94296264648438
109.95,111.59107971191406
109.11,110.79230499267578
109.4,111.59767150878906
115.9,111.57723999023438
105.8,110.98139953613281
104.9,110.08232879638672
114.7,112.44904327392578
102.85,110.86357116699219
119.9,112.98960876464844
112.9,111.29641723632812
113.35,111.95411682128906
98.32,110.00982666015625
110.85,111.58287048339844
114.1,111.55224609375
115.1,112.36603546142578
101.4,109.86798858642578
114.45,112.25708770751953
121.65,112.38796997070312
109.6,110.71621704101562
101.2,110.16382598876953
108.1,112.28599548339844
114.0,111.92476654052734
109.8,111.8877182006836
101.0,110.17782592773438
113.15,112.46642303466797
94.85,110.10831451416016
119.55,113.04595947265625
117.5,113.16864776611328
110.7,111.5534896850586
114.3,112.16940307617188
111.55,111.57743072509766
102.5,110.38230895996094
113.72,111.70087432861328
116.75,111.35597229003906
115.4,112.1777572631836
117.8,112.19793701171875
109.05,110.7804183959961
109.5,111.15282440185547
103.76,110.57154846191406
108.25,111.11454010009766
119.45,113.16355895996094
108.25,110.80204772949219
113.37,111.71121215820312
128.35,113.15477752685547
126.05,112.95989990234375
108.1,110.80378723144531
120.5,112.36675262451172
116.75,112.25591278076172
109.5,111.52906799316406
120.0,113.11389923095703
121.1,112.83472442626953
117.8,112.8121337890625
114.9,112.16170501708984
116.8,112.4467544555664
121.35,112.00102233886719
113.66,111.42802429199219
110.95,112.07443237304688
104.0,110.50210571289062
105.05,109.87181854248047
111.45,110.82466125488281
108.25,111.11454010009766
110.7,112.08753967285156
108.35,111.86309814453125
108.25,111.61087799072266
119.2,112.38047790527344
114.25,112.284912109375
118.1,113.23416900634766
106.25,110.02500915527344
115.8,111.55123901367188
115.9,112.41314697265625
115.7,112.5836181640625
101.6,110.09275817871094
119.5,112.74775695800781
114.5,112.48352813720703
115.5,112.22928619384766
113.3,112.18226623535156
106.5,110.2450180053711
107.2,111.62381744384766
115.25,112.4607925415039
114.6,112.45063018798828
104.0,111.85224151611328
118.65,113.31241607666016
114.1,113.18907928466797
119.9,112.26183319091797
112.2,110.36114501953125
114.4,112.45272827148438
114.3,112.2078628540039
110.0,110.96653747558594
113.85,112.72724914550781
115.15,112.11096954345703
108.55,111.54653930664062
110.1,112.13935852050781
127.0,113.1865005493164
121.8,112.85846710205078
110.35,110.79719543457031
105.7,110.27928924560547
119.75,112.73345184326172
102.4,110.18927001953125
105.5,110.29328155517578
112.55,111.98529815673828
108.0,110.80485534667969
112.5,112.00272369384766
117.05,112.7977294921875
109.3,111.17454528808594
110.55,111.58456420898438
107.9,111.33338928222656
106.65,111.72205352783203
111.6375,112.14352416992188
121.5,113.22745513916016
115.55,112.4642333984375
103.25,110.85899353027344
113.1,113.235107421875
110.9,110.99649047851562
105.05,111.1150131225586
112.0,111.46956634521484
109.5,111.59588623046875
107.5,111.3797378540039
104.35,110.84650421142578
115.55,113.00334167480469
114.9,113.194580078125
110.4,111.58562469482422
116.35,112.39514923095703
115.6,113.5076904296875
101.25,110.30585479736328
99.75,110.25052642822266
119.2,113.4186019897461
110.15,111.58836364746094
113.35,111.64936065673828
118.3,113.2871322631836
102.1,110.2364730834961
124.3,113.02764129638672
102.65,110.17916107177734
115.4,111.8981704711914
109.8,111.52394104003906
121.2,112.42550659179688
111.95,111.76001739501953
98.995,110.2607650756836
102.05,109.82718658447266
96.6,110.0701675415039
120.0,112.57286071777344
103.15,110.38739013671875
115.15,112.11096954345703
105.8,110.0445327758789
123.0,113.19969177246094
112.2,111.46337127685547
109.8,111.0372543334961
104.9,110.14744567871094
121.4625,112.62815856933594
105.45,110.29226684570312
109.45,112.03848266601562
112.05,111.50140380859375
106.65,110.00932312011719
116.85,112.28873443603516
115.2,111.67201232910156
121.4,112.84129333496094
118.5,112.36214447021484
110.35,112.20977020263672
109.75,111.59309387207031
117.65,113.08035278320312
121.0,113.34888458251953
104.5,110.8447494506836
110.65,111.58399200439453
128.7,113.14724731445312
114.0,111.69135284423828
108.85,111.5409927368164
111.05,111.49627685546875
105.9,110.82884216308594
